,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
667,santa cruz,cr,"{'lon': -85.585098, 'lat': 10.26053}",3621607,10.26,-85.59,1505228400,82.4,78,40,2.24,1505239200,88.59,77,32,7.65,1505239200,1505660400,78.06025,93.55,82.2,4.36075
668,bonavista,ca,"{'lon': -53.114738, 'lat': 48.649891}",5905393,48.65,-53.11,1505231802,56.32,100,92,21.12,1505239200,57.54,100,92,14.7,1505239200,1505660400,56.63099999999999,96.175,57.0,10.48125
669,chateauroux,fr,"{'lon': 1.7000000000000002, 'lat': 46.816669}",6448591,46.82,1.7,1505230200,66.2,45,0,17.22,1505314800,69.57,77,92,24.85,1505239200,1505660400,56.29275,84.925,66.0,11.98775
671,myitkyina,mm,"{'lon': 97.400002, 'lat': 25.383329}",1307741,25.38,97.4,1505231915,73.06,100,92,3.4,1505293200,76.07,96,92,2.93,1505239200,1505660400,78.8475,90.875,47.1,2.0164999999999997
672,petropavlovsk-kamchatskiy,ru,"{'lon': 158.6483, 'lat': 53.0452}",2122104,53.05,158.65,1505228400,41.0,86,36,4.47,1505271600,53.19,76,8,1.7,1505239200,1505660400,46.592,93.075,40.6,3.8262499999999995
673,kuruman,za,"{'lon': 23.432461, 'lat': -27.4524}",986134,-27.45,23.43,1505231916,85.57,13,0,18.05,1505304000,86.65,13,0,14.67,1505239200,1505660400,69.976,29.275,12.1,9.165000000000001
674,tarko-sale,ru,"{'lon': 77.785004, 'lat': 64.922501}",1490085,64.92,77.78,1505231917,39.67,75,32,6.76,1505293200,43.58,78,36,11.1,1505239200,1505660400,38.27125,83.425,63.7,6.287000000000001
675,portland,au,"{'lon': 141.600006, 'lat': -38.333328}",2152667,-38.33,141.6,1505231917,55.15,100,92,17.2,1505239200,52.68,100,92,21.41,1505239200,1505660400,52.9095,99.8,55.9,17.95275
677,grants,us,"{'lon': -107.851448, 'lat': 35.147259}",5469841,35.15,-107.85,1505229300,60.8,44,1,3.36,1505239200,81.39,20,8,3.18,1505239200,1505660400,61.80274999999999,42.375,14.3,7.832750000000002
678,iskilip,tr,"{'lon': 34.473888, 'lat': 40.735279}",745076,40.74,34.47,1505231919,86.11,16,0,3.89,1505304000,88.54,17,0,5.06,1505239200,1505660400,67.61325,51.4,0.9,2.82025
679,dibulla,co,"{'lon': -73.309113, 'lat': 11.27251}",3685223,11.27,-73.31,1505228400,91.4,59,20,9.17,1505239200,94.39,86,20,12.68,1505239200,1505660400,80.13725,99.05,57.2,5.03125
680,sorland,no,"{'lon': 12.69343, 'lat': 67.666962}",3137469,67.67,12.69,1505229600,59.0,67,40,12.75,1505260800,56.46,94,8,8.19,1505239200,1505660400,53.2505,98.9,43.9,8.95975
681,chagda,ru,"{'lon': 130.6163939, 'lat': 58.75177799999999}",0,58.75,130.62,1505231921,47.14,93,92,2.39,1505282400,57.96,75,12,3.29,1505239200,1505660400,50.42999999999999,85.4,41.9,3.846
682,sobolevo,ru,"{'lon': 155.956757, 'lat': 54.300693}",0,54.3,155.96,1505231922,41.2,85,0,8.93,1505271600,53.55,68,0,10.09,1505239200,1505660400,46.915499999999994,81.975,33.1,8.46725
683,fukue,jp,"{'lon': 128.841934, 'lat': 32.688061}",1863997,32.69,128.84,1505231922,79.0,100,20,12.91,1505293200,80.21,100,48,21.83,1505239200,1505660400,77.55850000000001,100.0,72.0,30.573749999999997
684,naryan-mar,ru,"{'lon': 53.086971, 'lat': 67.671257}",523392,67.67,53.09,1505231923,39.13,93,32,3.4,1505304000,43.18,84,68,12.77,1505239200,1505660400,39.48825,91.775,13.8,13.16925
685,maragogi,br,"{'lon': -35.2225, 'lat': -9.01222}",3395458,-9.01,-35.22,1505231923,73.87,100,92,14.92,1505304000,78.01,94,48,11.21,1505239200,1505660400,73.44075,96.125,85.5,11.57425
686,ambagarh chauki,in,"{'lon': 80.716667, 'lat': 20.783331}",1278869,20.78,80.72,1505231976,79.99,90,24,3.0,1505304000,85.12,78,20,4.94,1505239200,1505660400,80.1165,87.475,43.6,5.366750000000001
687,etampes,fr,"{'lon': 2.15, 'lat': 48.433331}",6446136,48.43,2.15,1505230200,63.81,72,24,12.75,1505304000,64.51,77,92,21.27,1505239200,1505660400,55.76775,87.325,67.0,11.155750000000001
689,bayonet point,us,"{'lon': -82.683434, 'lat': 28.32667}",4146901,28.33,-82.68,1505230500,84.16,55,40,5.82,1505325600,85.0,94,8,7.11,1505239200,1505660400,80.37275,98.15,48.8,6.2
690,wuchi,tw,"{'lon': 120.531052, 'lat': 24.253032}",0,24.25,120.53,1505228400,80.6,83,40,2.24,1505282400,86.31,75,24,14.47,1505239200,1505660400,78.91900000000001,90.825,63.6,5.453
691,high level,ca,"{'lon': -117.136047, 'lat': 58.51688}",5975004,58.52,-117.14,1505228400,50.0,81,75,4.12,1505239200,54.12,86,80,4.41,1505239200,1505660400,47.82475000000001,69.25,20.1,5.02275
692,rafsanjan,ir,"{'lon': 55.9939, 'lat': 30.4067}",118994,30.41,55.99,1505231979,73.15,13,0,2.62,1505304000,89.8,11,0,9.19,1505239200,1505660400,66.63025,21.15,0.5,4.93225
693,birao,cf,"{'lon': 22.788179, 'lat': 10.28488}",240210,10.28,22.79,1505231980,87.73,71,32,2.21,1505304000,87.1,83,8,7.52,1505239200,1505660400,76.1455,91.425,28.6,5.610250000000001
694,buri,br,"{'lon': -48.592781, 'lat': -23.797501}",3468802,-23.8,-48.59,1505231895,83.32,59,0,6.87,1505239200,84.99,52,0,5.19,1505239200,1505660400,68.38050000000001,70.3,1.6,5.747750000000001
696,olinda,br,"{'lon': -34.855282, 'lat': -8.00889}",3393536,-8.01,-34.86,1505228400,82.4,65,40,13.87,1505239200,79.95,100,56,14.81,1505239200,1505660400,77.99975,98.8,67.8,17.47475
697,grenada,us,"{'lon': -89.808418, 'lat': 33.769001}",4428539,33.77,-89.81,1505231580,59.0,93,90,5.82,1505325600,65.83,83,88,6.22,1505239200,1505660400,70.236,79.65,31.1,4.50775
698,thinadhoo,mv,"{'lon': 72.933327, 'lat': 0.5333300000000001}",1337610,0.53,72.93,1505231981,80.17,100,44,9.6,1505314800,83.88,100,68,10.54,1505239200,1505660400,81.69399999999999,99.975,68.0,8.23025
699,mirnyy,ru,"{'lon': 44.53598, 'lat': 61.33289}",526346,61.33,44.54,1505231982,52.63,93,8,3.11,1505304000,70.27,78,8,15.23,1505239200,1505660400,56.17674999999999,88.9,64.6,14.2085
708,kargil,in,"{'lon': 76.099998, 'lat': 34.566669}",1267776,34.57,76.1,1505231982,31.84,84,8,0.87,1505293200,38.0,84,20,1.14,1505239200,1505660400,33.0175,89.85,49.2,1.1725
709,tual,id,"{'lon': 132.75, 'lat': -5.66667}",1623197,-5.67,132.75,1505231983,79.18,99,80,10.67,1505282400,80.46,95,48,6.08,1505239200,1505660400,79.329,97.825,64.5,11.916
710,mehamn,no,"{'lon': 27.849171, 'lat': 71.035698}",778707,71.04,27.85,1505227800,53.6,76,75,2.24,1505239200,50.41,86,68,11.79,1505239200,1505660400,44.843,92.375,70.8,14.767
711,zhangye,cn,"{'lon': 100.451668, 'lat': 38.93417}",1785036,38.93,100.45,1505231812,57.13,78,76,3.0,1505293200,67.97,59,8,10.76,1505239200,1505660400,58.5415,67.85,39.1,5.91725
712,saint george,us,"{'lon': -113.584122, 'lat': 37.104149}",5546220,37.1,-113.58,1505228160,77.0,47,1,3.36,1505239200,93.92,37,0,3.29,1505239200,1505660400,61.497,44.225,8.6,3.5305
717,flores,br,"{'lon': -37.97472, 'lat': -7.86806}",3399539,-7.87,-37.97,1505231985,83.32,48,20,12.84,1505325600,84.91,35,0,13.27,1505239200,1505660400,71.14125,73.725,42.2,10.6345
718,abu samrah,qa,"{'lon': 50.8460992, 'lat': 24.7466105}",0,24.75,50.85,1505231986,95.92,21,0,5.35,1505304000,110.59,18,0,4.94,1505239200,1505660400,91.6525,43.775,1.3,5.64625
719,mizpe ramon,il,"{'lon': 34.801898, 'lat': 30.610203}",0,30.61,34.8,1505231794,94.57,24,0,7.25,1505304000,95.47,24,0,9.64,1505239200,1505660400,75.027,67.225,19.2,4.20625
720,paamiut,gl,"{'lon': -49.667759, 'lat': 61.994019}",3421193,61.99,-49.67,1505231713,39.49,97,0,14.29,1505325600,40.45,94,92,19.19,1505239200,1505660400,41.15775,92.4,81.3,18.11175
721,bulgan,mn,"{'lon': 103.534721, 'lat': 48.8125}",2032201,48.81,103.53,1505231988,43.99,80,0,2.62,1505293200,72.47,72,20,2.93,1505239200,1505660400,49.0735,73.85,33.6,4.811249999999999
726,tabou,ci,"{'lon': -7.3528, 'lat': 4.42295}",2281120,4.42,-7.35,1505231988,73.42,100,92,6.8,1505325600,78.25,100,80,8.57,1505239200,1505660400,76.95525,99.975,83.1,10.202000000000002
727,kuybysheve,ua,"{'lon': 33.866669, 'lat': 44.650002}",703498,44.65,33.87,1505231989,78.46,82,0,4.85,1505293200,75.08,89,0,8.75,1505239200,1505660400,72.41275,90.9,0.0,4.89175
729,saint-georges,gf,"{'lon': -51.807382, 'lat': 3.8925718}",0,3.89,-51.81,1505232000,91.4,52,75,9.17,1505325600,92.11,45,20,5.44,1505239200,1505660400,83.583,67.075,39.4,4.156499999999999
730,tuatapere,nz,"{'lon': 167.683334, 'lat': -46.133331}",2180815,-46.13,167.68,1505231990,44.26,100,44,8.55,1505271600,53.37,93,80,4.16,1505239200,1505660400,47.935,98.325,66.2,8.4655
731,kapit,my,"{'lon': 112.933327, 'lat': 2.01667}",1737185,2.02,112.93,1505231990,74.32,95,88,1.77,1505282400,87.04,66,36,2.84,1505239200,1505660400,76.83625,87.85,62.3,2.229
732,la ronge,ca,"{'lon': -105.284218, 'lat': 55.100128}",6050066,55.1,-105.28,1505228400,62.6,51,75,18.34,1505239200,64.85,57,0,13.69,1505239200,1505660400,51.401250000000005,77.575,51.3,8.705749999999998
733,wajid,so,"{'lon': 43.2461055, 'lat': 3.809294}",0,3.81,43.25,1505231992,89.53,34,76,10.56,1505304000,92.32,35,44,13.0,1505239200,1505660400,81.9795,54.85,28.6,12.637
734,togur,ru,"{'lon': 82.8265, 'lat': 58.363098}",1489499,58.36,82.83,1505231993,43.99,94,80,9.04,1505293200,49.34,69,0,13.78,1505239200,1505660400,45.95725,87.2,70.9,10.50025
735,lamesa,us,"{'lon': -101.950989, 'lat': 32.737598}",5524849,32.74,-101.95,1505229300,75.2,36,1,4.41,1505250000,93.0,33,0,4.83,1505239200,1505660400,80.88725,38.575,31.0,9.0215
736,cabo rojo,us,"{'lon': -67.14924380000001, 'lat': 18.0885957}",0,18.09,-67.15,1505231400,86.0,70,40,3.36,1505239200,86.38,96,0,11.01,1505239200,1505660400,82.2105,99.575,46.8,9.947
737,stargard szczecinski,pl,"{'lon': 15.0116, 'lat': 53.308998}",7531735,53.31,15.01,1505230200,60.8,72,0,5.82,1505239200,60.96,69,92,13.02,1505239200,1505660400,56.403,84.5,59.9,13.39725
739,moose factory,ca,"{'lon': -80.59296499999999, 'lat': 51.262486}",0,51.26,-80.59,1505228400,66.2,55,1,16.11,1505250000,77.86,49,0,17.81,1505239200,1505660400,53.16075000000001,82.5,45.0,9.309750000000001
740,dingle,ie,"{'lon': -10.26889, 'lat': 52.140831}",2964782,52.14,-10.27,1505232048,59.92,96,100,27.11,1505239200,59.7,96,68,32.7,1505239200,1505660400,56.16075000000001,98.6,76.7,18.4285
741,taoudenni,ml,"{'lon': -3.98361, 'lat': 22.678329}",2450173,22.68,-3.98,1505231772,109.87,14,8,8.93,1505314800,111.42,12,44,8.19,1505239200,1505660400,95.673,14.9,26.7,6.1725
742,hede,cn,"{'lon': 120.251671, 'lat': 33.768059}",1808744,33.77,120.25,1505232049,65.95,94,0,5.35,1505282400,82.45,61,0,14.47,1505239200,1505660400,73.405,74.5,12.8,11.48525
743,lata,sb,"{'lon': 6.554163, 'lat': 46.5335004}",0,46.53,6.55,1505229600,60.53,45,40,13.87,1505325600,58.72,90,12,13.49,1505239200,1505660400,49.61475,96.075,53.1,7.077749999999999
744,simbahan,ph,"{'lon': 120.583603, 'lat': 6.3032}",1695180,6.3,120.58,1505232051,77.02,100,92,8.77,1505293200,83.45,100,80,12.1,1505239200,1505660400,83.0595,99.975,50.5,8.14075
