,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
372,santa maria,cv,"{'lon': -22.9, 'lat': 16.6}",3374218,16.6,-22.9,1505228400,86.99,62,75,18.34,1505239200,84.11,92,0,16.26,1505239200,1505660400,80.901,93.85,23.9,11.53525
373,yingcheng,cn,"{'lon': 113.550003, 'lat': 30.950001}",1786640,30.95,113.55,1505228400,73.4,78,0,6.71,1505282400,82.54,65,8,6.76,1505239200,1505660400,73.25999999999999,73.575,9.8,5.82925
376,okhotsk,ru,"{'lon': 143.300003, 'lat': 59.383331}",2122605,59.38,143.3,1505231348,44.17,100,0,5.35,1505282400,56.52,89,0,5.53,1505239200,1505660400,50.95425,96.85,35.4,4.718
377,bandarbeyla,so,"{'lon': 50.812199, 'lat': 9.4942}",64814,9.49,50.81,1505231349,79.0,88,8,25.48,1505293200,80.57,84,0,25.97,1505239200,1505660400,78.9645,88.6,6.5,26.564999999999998
378,tura,ru,"{'lon': 100.25, 'lat': 64.283333}",2014833,64.28,100.25,1505231349,45.07,74,92,7.09,1505293200,45.38,92,92,4.94,1505239200,1505660400,39.027,88.15,77.5,5.085
379,siavonga,zm,"{'lon': 28.708759, 'lat': -16.538179}",898188,-16.54,28.71,1505231350,86.92,29,0,5.3,1505304000,88.54,31,0,5.5,1505239200,1505660400,75.87100000000001,44.375,0.0,4.3825
380,anaconda,us,"{'lon': -112.942261, 'lat': 46.12854}",5637146,46.13,-112.94,1505227980,48.2,61,1,1.99,1505250000,77.97,29,0,3.38,1505239200,1505660400,43.318,78.4,63.2,2.87925
381,karlovo,bg,"{'lon': 24.799999, 'lat': 42.633331}",730565,42.63,24.8,1505230200,87.8,27,0,16.11,1505239200,79.59,44,0,4.41,1505239200,1505660400,68.91525,57.55,6.6,2.23
382,ahumada,mx,"{'lon': -106.5137018, 'lat': 30.6149598}",0,30.61,-106.51,1505231352,72.97,31,0,2.51,1505325600,92.29,18,0,5.55,1505239200,1505660400,75.522,42.9,45.2,5.07075
383,daru,pg,"{'lon': 143.209183, 'lat': -9.07628}",2098329,-9.08,143.21,1505231352,77.74,96,92,14.63,1505271600,79.02,98,92,15.01,1505239200,1505660400,77.68875,97.575,93.3,17.67575
384,avera,pf,"{'lon': -151.4099893, 'lat': -16.789539}",0,-16.79,-151.41,1505231353,76.21,100,8,15.7,1505293200,78.23,100,76,15.12,1505239200,1505660400,78.042,99.975,40.1,13.230250000000002
385,deputatskiy,ru,"{'lon': 139.899994, 'lat': 69.300003}",2028164,69.3,139.9,1505231353,18.25,77,20,3.56,1505282400,34.92,66,0,3.96,1505239200,1505660400,21.753750000000004,72.2,34.7,3.1865
386,matay,eg,"{'lon': 30.77924, 'lat': 28.418989}",352628,28.42,30.78,1505231354,101.77,23,0,10.89,1505304000,100.96,25,0,16.24,1505239200,1505660400,83.98675,46.05,0.0,11.37
387,gazimurskiy zavod,ru,"{'lon': 118.326599, 'lat': 51.546101}",2024122,51.55,118.33,1505231355,36.97,88,0,2.51,1505282400,58.41,62,0,3.74,1505239200,1505660400,49.85625,83.625,35.5,3.716500000000001
388,caloundra,au,"{'lon': 153.133331, 'lat': -26.799999}",2172710,-26.8,153.13,1505230200,64.4,82,0,14.99,1505271600,83.39,44,0,7.96,1505239200,1505660400,65.60074999999999,63.4,13.3,7.6315
389,bairiki,ki,"{'lon': 172.9790528, 'lat': 1.3290526}",0,1.33,172.98,1505228400,82.4,83,40,17.22,1505293200,84.98,97,12,19.04,1505239200,1505660400,83.90899999999999,99.025,52.8,13.979250000000002
390,kosonsoy,uz,"{'lon': 71.550827, 'lat': 41.256111}",1513714,41.26,71.55,1505228400,73.4,46,0,2.39,1505293200,70.22,32,0,3.49,1505239200,1505660400,55.685249999999996,52.075,0.4,3.1377499999999996
391,esperance,au,"{'lon': 121.900002, 'lat': -33.866669}",2071860,-33.87,121.9,1505231357,50.74,62,0,8.77,1505282400,62.19,73,0,4.63,1505239200,1505660400,57.774,65.85,39.6,7.671000000000001
392,puerto leguizamo,co,"{'lon': -74.781891, 'lat': -0.19337000000000001}",3671437,-0.19,-74.78,1505231229,74.41,97,92,3.06,1505325600,88.33,62,44,2.42,1505239200,1505660400,78.70575,85.55,45.3,2.7027499999999995
393,qui nhon,vn,"{'lon': 109.2196634, 'lat': 13.7829673}",0,13.78,109.22,1505231358,79.54,100,32,3.85,1505282400,89.2,74,48,8.66,1505239200,1505660400,81.1495,93.15,63.3,8.414750000000002
394,tyulgan,ru,"{'lon': 56.166039, 'lat': 52.340488}",479871,52.34,56.17,1505231359,63.25,59,100,13.47,1505304000,74.41,51,0,9.08,1505239200,1505660400,61.972500000000004,67.075,17.6,6.42675
395,mahebourg,mu,"{'lon': 57.700001, 'lat': -20.40806}",934322,-20.41,57.7,1505228400,73.4,69,75,10.29,1505293200,75.26,71,76,11.1,1505239200,1505660400,72.05625,80.625,33.5,7.6905
396,peniche,pt,"{'lon': -9.36869, 'lat': 39.36166}",8010554,39.36,-9.37,1505230200,77.0,47,0,21.92,1505239200,74.64,98,0,18.16,1505239200,1505660400,64.478,99.0,11.7,22.88225
398,tezu,in,"{'lon': 96.166672, 'lat': 27.91667}",1254709,27.92,96.17,1505231360,68.47,90,24,1.39,1505282400,77.05,74,20,1.72,1505239200,1505660400,73.29024999999999,81.3,36.0,1.125
399,attawapiskat,ca,"{'lon': -82.42889219999999, 'lat': 52.9258846}",0,52.93,-82.43,1505231361,62.53,65,0,12.8,1505250000,68.16,56,0,17.92,1505239200,1505660400,50.7765,83.725,44.6,8.81725
400,wolnzach,de,"{'lon': 11.62568, 'lat': 48.603802}",2806339,48.6,11.63,1505229600,58.12,71,40,8.05,1505314800,59.85,88,88,23.62,1505239200,1505660400,51.874249999999996,88.575,48.5,11.82625
401,copala,mx,"{'lon': -98.98333, 'lat': 16.65}",3530264,16.65,-98.98,1505231362,80.17,82,44,3.62,1505325600,81.58,86,68,4.43,1505239200,1505660400,76.07549999999999,92.175,50.3,3.6585
402,makaha,us,"{'lon': -158.217499, 'lat': 21.46944}",5850511,21.47,-158.22,1505228280,71.2,100,1,3.4,1505260800,82.44,82,44,6.17,1505239200,1505660400,79.11625000000001,92.425,20.4,6.912999999999999
403,hayrabolu,tr,"{'lon': 27.10688, 'lat': 41.213112}",745697,41.21,27.11,1505229600,84.2,37,0,21.92,1505304000,89.8,41,0,6.62,1505239200,1505660400,75.39275,59.675,6.0,5.742
404,abramovka,ru,"{'lon': 41.020199, 'lat': 51.188599}",584401,51.19,41.02,1505231417,80.71,35,0,13.91,1505304000,86.74,34,20,20.83,1505239200,1505660400,70.9975,51.65,7.8,9.815999999999999
407,ust-kamchatsk,ru,"{'lon': 162.469299, 'lat': 56.22747}",0,56.23,162.47,1505231417,44.53,89,8,9.37,1505271600,52.92,70,68,10.76,1505239200,1505660400,45.7635,89.4,43.9,7.7095
408,suntar,ru,"{'lon': 117.631943, 'lat': 62.14444}",2015913,62.14,117.63,1505231418,43.27,82,76,3.33,1505282400,56.52,59,0,4.97,1505239200,1505660400,48.11024999999999,80.1,50.7,5.3555
409,ukiah,us,"{'lon': -123.207779, 'lat': 39.150169}",5404476,39.15,-123.21,1505228160,68.0,60,1,2.06,1505250000,84.0,46,24,2.59,1505239200,1505660400,62.884249999999994,71.775,8.7,2.6350000000000002
410,ulaanbaatar,mn,"{'lon': 106.88324, 'lat': 47.907711}",2028462,47.91,106.88,1505230200,48.2,70,0,2.73,1505282400,70.83,47,24,7.99,1505239200,1505660400,47.533249999999995,78.425,34.0,5.327
411,verkhoyansk,ru,"{'lon': 133.384995, 'lat': 67.544724}",2013465,67.54,133.38,1505231419,23.29,78,0,2.51,1505282400,39.33,76,88,3.62,1505239200,1505660400,32.533500000000004,81.225,62.9,3.09275
412,rosarito,mx,"{'lon': -117.033333, 'lat': 32.333328}",3988392,32.33,-117.03,1505230260,71.22,94,90,5.3,1505250000,78.26,76,0,7.52,1505239200,1505660400,66.01825,94.175,25.4,5.034000000000001
413,sainte-anne-des-monts,ca,"{'lon': -66.492432, 'lat': 49.12402}",6137749,49.12,-66.49,1505231420,58.21,84,80,11.12,1505325600,61.33,76,8,14.5,1505239200,1505660400,54.907500000000006,88.85,39.1,9.455250000000001
414,san quintin,mx,"{'lon': -115.949997, 'lat': 30.48333}",3984997,30.48,-115.95,1505231420,68.74,81,24,3.06,1505250000,83.28,56,20,5.73,1505239200,1505660400,67.44,75.25,9.5,5.285500000000001
415,saint-francois,gp,"{'lon': -61.274139, 'lat': 16.25264}",3578441,16.25,-61.27,1505228400,87.8,62,40,13.87,1505239200,88.14,97,8,15.82,1505239200,1505660400,82.80350000000001,99.775,71.0,13.297
416,palmer,us,"{'lon': -98.257294, 'lat': 41.22224}",5074769,41.22,-98.26,1505229300,71.6,64,1,5.82,1505250000,84.15,56,0,11.1,1505239200,1505660400,74.22075,50.8,14.9,12.544999999999998
420,tsihombe,mg,"{'lon': 45.48630929999999, 'lat': -25.3168473}",0,-25.32,45.49,1505231422,79.99,40,0,10.56,1505304000,93.85,20,0,9.75,1505239200,1505660400,69.53025,63.375,13.1,7.556
421,lengshuijiang,cn,"{'lon': 111.429443, 'lat': 27.688061}",1804169,27.69,111.43,1505231423,70.45,91,76,2.55,1505282400,74.97,90,92,3.96,1505239200,1505660400,69.753,82.275,25.4,5.064500000000001
422,vila velha,br,"{'lon': -40.2925, 'lat': -20.329720000000002}",3445026,-20.33,-40.29,1505228400,78.8,65,75,13.87,1505239200,77.61,92,64,13.35,1505239200,1505660400,71.254,95.55,56.3,11.107249999999999
423,agnibilekrou,ci,"{'lon': -3.20472, 'lat': 7.13444}",2293260,7.13,-3.2,1505231424,79.99,88,80,9.1,1505314800,82.44,88,36,5.17,1505239200,1505660400,76.45125,91.125,65.4,6.378749999999999
424,soe,id,"{'lon': 124.283951, 'lat': -9.860710000000001}",1626703,-9.86,124.28,1505231424,64.42,87,24,1.88,1505282400,90.72,32,8,3.4,1505239200,1505660400,75.46124999999999,65.15,10.3,3.16675
425,sarkand,kz,"{'lon': 79.91861, 'lat': 45.41}",1519691,45.41,79.92,1505231425,54.7,32,0,19.84,1505293200,56.09,37,88,4.61,1505239200,1505660400,55.5625,52.525,13.0,4.1395
426,khonuu,ru,"{'lon': 143.2225799, 'lat': 66.455612}",0,66.46,143.22,1505231426,20.77,72,0,2.28,1505271600,42.66,62,0,3.38,1505239200,1505660400,26.278750000000002,71.05,15.9,2.67425
427,benguela,ao,"{'lon': 13.40547, 'lat': -12.57626}",3351663,-12.58,13.41,1505231426,72.16,93,0,7.65,1505304000,72.97,93,0,7.52,1505239200,1505660400,68.6955,98.85,24.3,4.88225
428,pangnirtung,ca,"{'lon': -65.712517, 'lat': 66.145111}",6096551,66.15,-65.71,1505228400,39.2,98,90,20.8,1505239200,39.07,100,92,14.7,1505239200,1505660400,35.29600000000001,96.325,71.6,6.997249999999999
429,saint-augustin,ca,"{'lon': -58.650169, 'lat': 51.226021}",6137462,51.23,-58.65,1505231428,50.11,100,88,13.35,1505325600,56.65,87,44,12.48,1505239200,1505660400,51.9645,93.425,30.4,10.458
430,talnakh,ru,"{'lon': 88.397202, 'lat': 69.486504}",1490256,69.49,88.4,1505231429,40.57,95,88,8.66,1505282400,45.81,84,88,10.45,1505239200,1505660400,39.60975,95.95,81.0,7.013749999999999
431,tazovskiy,ru,"{'lon': 78.699997, 'lat': 67.466667}",1489853,67.47,78.7,1505231429,39.85,76,36,5.3,1505282400,41.58,95,68,7.99,1505239200,1505660400,37.587,89.175,65.7,6.10175
432,arica,cl,"{'lon': -70.304169, 'lat': -18.475}",3899361,-18.48,-70.3,1505228400,60.64,67,75,8.05,1505239200,65.68,96,48,4.29,1505239200,1505660400,56.46875,95.075,60.9,2.7712499999999998
433,longyearbyen,sj,"{'lon': 15.64007, 'lat': 78.218597}",2729907,78.22,15.64,1505227800,42.8,70,75,23.04,1505239200,39.88,96,20,10.67,1505239200,1505660400,33.40599999999999,98.675,62.1,5.86175
434,yilan,cn,"{'lon': 129.566666, 'lat': 46.316669}",2033403,46.32,129.57,1505231431,46.51,92,0,6.8,1505282400,59.41,77,44,11.01,1505239200,1505660400,55.040499999999994,87.925,13.3,5.372750000000001
435,domoni,km,"{'lon': 44.53194, 'lat': -12.25694}",921906,-12.26,44.53,1505231431,79.09,99,0,10.38,1505314800,78.75,100,0,6.17,1505239200,1505660400,77.08574999999999,100.0,23.0,6.588499999999999
436,zdvinsk,ru,"{'lon': 78.661049, 'lat': 54.702061}",1485312,54.7,78.66,1505231432,46.15,100,92,17.2,1505293200,51.68,69,12,11.43,1505239200,1505660400,54.48225,78.625,46.8,12.54775
437,grand gaube,mu,"{'lon': 57.660831, 'lat': -20.00639}",934479,-20.01,57.66,1505228400,73.4,69,75,10.29,1505293200,74.54,100,0,16.69,1505239200,1505660400,73.44425000000001,100.0,22.7,11.79575
438,redmond,us,"{'lon': -121.17392, 'lat': 44.272621}",5747882,44.27,-121.17,1505229300,57.96,42,1,6.93,1505250000,85.86,26,0,4.61,1505239200,1505660400,54.475,59.425,38.7,5.209999999999999
441,potgietersrus,za,"{'lon': 29.01389979999999, 'lat': -24.1808673}",0,-24.18,29.01,1505228400,82.4,10,0,13.87,1505304000,86.92,12,0,8.52,1505239200,1505660400,65.132,46.725,0.0,5.4784999999999995
442,korla,cn,"{'lon': 86.146942, 'lat': 41.75972}",1529376,41.76,86.15,1505231487,63.88,47,12,4.52,1505293200,79.31,37,36,5.17,1505239200,1505660400,60.94199999999999,70.55,35.5,4.3107500000000005
443,dawei,mm,"{'lon': 98.199997, 'lat': 14.08333}",1293625,14.08,98.2,1505231488,77.2,94,48,2.21,1505282400,85.32,74,76,2.95,1505239200,1505660400,75.54225,94.4,85.2,2.3080000000000003
444,touros,br,"{'lon': -35.460831, 'lat': -5.1988900000000005}",3386213,-5.2,-35.46,1505231488,83.86,68,0,19.84,1505239200,83.55,63,0,19.28,1505239200,1505660400,78.78450000000001,79.525,59.5,18.108749999999997
445,zhigansk,ru,"{'lon': 123.371109, 'lat': 66.769722}",2012530,66.77,123.37,1505231489,42.82,95,0,6.76,1505282400,51.04,71,0,6.2,1505239200,1505660400,42.16375,89.225,35.2,5.074
446,salina cruz,mx,"{'lon': -95.199997, 'lat': 16.16667}",3520064,16.17,-95.2,1505231489,80.17,68,0,10.27,1505325600,89.32,53,0,3.2,1505239200,1505660400,80.3575,77.975,22.1,4.22375
447,inhambane,mz,"{'lon': 35.383331, 'lat': -23.865}",1045114,-23.86,35.38,1505231491,79.27,70,0,9.15,1505304000,85.84,59,0,6.73,1505239200,1505660400,74.33399999999999,86.75,17.5,10.526
448,leh,in,"{'lon': 77.583328, 'lat': 34.166672}",1264976,34.17,77.58,1505231491,27.61,77,0,2.1,1505293200,45.74,27,12,2.04,1505239200,1505660400,30.47025,61.2,31.0,1.7604999999999997
449,laukaa,fi,"{'lon': 26, 'lat': 62.416672}",648739,62.42,26.0,1505229600,57.2,87,75,8.05,1505304000,57.4,90,92,4.16,1505239200,1505660400,51.687,92.325,61.3,4.251
451,cayenne,gf,"{'lon': -52.334999, 'lat': 4.9386}",6690689,4.94,-52.34,1505228400,89.6,66,32,6.93,1505239200,88.7,79,32,8.43,1505239200,1505660400,82.6695,78.975,32.0,7.822
453,pampierstad,za,"{'lon': 24.687679, 'lat': -27.783239000000002}",966380,-27.78,24.69,1505231492,87.37,13,0,16.49,1505304000,88.54,14,0,16.02,1505239200,1505660400,71.98949999999999,29.325,13.4,9.05725
454,rio cuarto,ar,"{'lon': -64.349922, 'lat': -33.130669}",3838874,-33.13,-64.35,1505228400,62.6,47,0,23.04,1505239200,76.95,39,0,11.9,1505239200,1505660400,54.15725,56.95,28.1,8.744499999999999
455,westport,ie,"{'lon': -9.51667, 'lat': 53.799999}",2960970,53.8,-9.52,1505230200,48.2,100,90,5.82,1505304000,53.71,89,88,8.75,1505239200,1505660400,52.96725,89.45,76.8,12.514
456,coquimbo,cl,"{'lon': -71.343613, 'lat': -29.953329}",3893629,-29.95,-71.34,1505228400,59.0,51,40,5.82,1505239200,60.08,99,0,4.74,1505239200,1505660400,53.82874999999999,95.1,7.8,5.07575
457,lisakovsk,kz,"{'lon': 62.49361, 'lat': 52.536942}",1521315,52.54,62.49,1505231494,42.91,98,92,6.87,1505304000,60.82,77,0,4.16,1505239200,1505660400,60.65174999999999,67.05,18.2,8.68675
458,vanavara,ru,"{'lon': 102.279716, 'lat': 60.34}",2013727,60.34,102.28,1505231495,46.33,90,92,7.43,1505293200,59.51,64,20,7.85,1505239200,1505660400,43.012,87.175,69.7,6.544
459,port hedland,au,"{'lon': 118.632637, 'lat': -20.79258}",7839630,-20.79,118.63,1505230200,66.2,93,0,6.93,1505282400,100.18,11,0,10.78,1505239200,1505660400,80.325,29.1,1.5,8.879
461,longlac,ca,"{'lon': -86.534706, 'lat': 49.78166599999999}",0,49.78,-86.53,1505228400,68.0,49,5,16.11,1505239200,80.35,50,0,7.99,1505239200,1505660400,59.88475000000001,75.6,54.9,6.578
462,russkaya polyana,ru,"{'lon': 73.880562, 'lat': 53.779442}",1493423,53.78,73.88,1505231496,44.8,87,92,14.41,1505304000,52.63,51,0,4.61,1505239200,1505660400,56.36775,67.375,29.7,10.97575
463,richards bay,za,"{'lon': 32.037682, 'lat': -28.78301}",962367,-28.78,32.04,1505231497,86.83,46,12,10.56,1505304000,97.45,27,0,4.94,1505239200,1505660400,73.49725000000001,65.125,37.8,10.95875
464,salalah,om,"{'lon': 54.092369, 'lat': 17.015051}",286621,17.02,54.09,1505227800,80.6,78,20,3.36,1505239200,77.79,100,56,2.84,1505239200,1505660400,77.093,99.875,58.2,6.641749999999999
465,sawakin,sd,"{'lon': 37.3321, 'lat': 19.1059}",367544,19.11,37.33,1505231498,95.02,53,8,7.31,1505304000,101.05,41,0,6.4,1505239200,1505660400,87.54849999999999,68.95,24.5,5.52325
466,kununurra,au,"{'lon': 128.733337, 'lat': -15.76667}",2068110,-15.77,128.73,1505230200,69.8,64,0,4.07,1505282400,100.0,19,0,8.43,1505239200,1505660400,79.5645,29.0,0.2,10.358
467,haimen,cn,"{'lon': 116.61422, 'lat': 23.193489}",1809062,23.19,116.61,1505228400,80.6,88,20,4.47,1505282400,87.21,71,56,12.12,1505239200,1505660400,80.17225,87.775,58.7,4.938250000000001
469,hobyo,so,"{'lon': 48.526798, 'lat': 5.3505}",57000,5.35,48.53,1505231500,83.05,59,0,23.87,1505293200,84.98,62,20,20.94,1505239200,1505660400,79.35825,76.625,40.1,19.829250000000002
470,dinsor,so,"{'lon': 42.9708838, 'lat': 2.4074573}",0,2.41,42.97,1505231500,85.84,45,48,13.58,1505304000,90.97,40,20,13.44,1505239200,1505660400,79.977,64.35,49.9,11.529
471,upernavik,gl,"{'lon': -56.15485, 'lat': 72.786842}",3418910,72.79,-56.15,1505231501,35.62,100,76,4.9,1505314800,36.18,100,0,7.63,1505239200,1505660400,36.185249999999996,100.0,49.4,11.882499999999999
472,mutsamudu,km,"{'lon': 44.40047, 'lat': -12.1695811}",0,-12.17,44.4,1505231502,79.09,99,0,10.38,1505314800,78.75,100,0,6.17,1505239200,1505660400,77.08574999999999,100.0,23.0,6.588499999999999
473,fort saint john,ca,"{'lon': -120.846409, 'lat': 56.252423}",0,56.25,-120.85,1505228400,41.74,81,20,4.7,1505250000,58.79,46,0,3.49,1505239200,1505660400,46.482000000000006,70.25,12.0,4.43525
474,viedma,ar,"{'lon': -62.996681, 'lat': -40.81345}",3832899,-40.81,-63.0,1505231556,61.72,47,0,14.29,1505325600,71.05,29,8,19.19,1505239200,1505660400,55.924749999999996,36.25,9.1,14.532499999999999
475,aras,no,"{'lon': 4.9329066, 'lat': 60.77731009999999}",0,60.78,4.93,1505229600,55.4,87,92,12.75,1505250000,55.49,100,92,7.85,1505239200,1505660400,55.70525,99.525,42.4,11.24675
476,mahon,es,"{'lon': 4.259619499999999, 'lat': 39.8873296}",0,39.89,4.26,1505230200,71.6,60,20,17.22,1505314800,77.13,100,0,6.51,1505239200,1505660400,72.48150000000001,99.925,42.1,12.038999999999998
477,basoko,cd,"{'lon': 23.61598, 'lat': 1.23909}",219414,1.24,23.62,1505231558,81.52,84,12,4.07,1505314800,84.15,74,36,3.71,1505239200,1505660400,77.08125,89.6,42.9,3.46575
478,belyy yar,ru,"{'lon': 85.042503, 'lat': 58.444721}",1510370,58.44,85.04,1505231559,47.05,92,88,4.23,1505293200,47.81,73,76,8.75,1505239200,1505660400,44.5125,85.775,75.9,6.96925
480,margate,za,"{'lon': 30.37052, 'lat': -30.8636}",978895,-30.86,30.37,1505231559,74.14,84,12,11.83,1505293200,79.94,76,0,13.56,1505239200,1505660400,67.681,89.425,57.5,14.20375
481,seara,br,"{'lon': -52.3400517, 'lat': -27.1377719}",0,-27.14,-52.34,1505231560,74.59,82,56,4.07,1505325600,86.8,42,0,12.03,1505239200,1505660400,74.9235,54.475,52.7,8.176499999999999
482,amga,ru,"{'lon': 131.960831, 'lat': 60.895279}",2027786,60.9,131.96,1505231561,42.1,90,0,2.62,1505282400,53.91,76,64,3.74,1505239200,1505660400,46.1865,90.375,61.0,3.5265
483,yuzawa,jp,"{'lon': 140.5, 'lat': 39.166672}",2110460,39.17,140.5,1505231561,64.51,96,92,5.3,1505271600,67.86,81,68,3.6,1505239200,1505660400,60.75750000000001,83.5,69.2,5.123749999999999
485,balkhash,kz,"{'lon': 74.9809805, 'lat': 46.8435126}",0,46.84,74.98,1505231562,52.27,100,0,17.94,1505304000,56.5,100,32,3.94,1505239200,1505660400,58.69875,92.05,5.6,5.02325
486,khani,ru,"{'lon': 119.965, 'lat': 56.933333}",0,56.93,119.97,1505231562,34.99,78,56,1.99,1505282400,50.67,62,0,2.62,1505239200,1505660400,41.17125,79.1,23.9,2.3045
487,fomboni,km,"{'lon': 43.7425, 'lat': -12.28}",921889,-12.28,43.74,1505231563,78.55,100,0,10.38,1505314800,78.3,100,0,4.72,1505239200,1505660400,76.8585,100.0,16.7,7.143000000000001
488,severnoye,ru,"{'lon': 52.54393, 'lat': 54.093472}",496381,54.09,52.54,1505231563,64.6,77,0,13.13,1505304000,71.17,71,0,9.19,1505239200,1505660400,60.991499999999995,80.425,8.9,7.891749999999999
491,mezen,ru,"{'lon': 44.240002, 'lat': 65.852219}",527321,65.85,44.24,1505231564,44.71,74,44,3.74,1505314800,44.64,98,92,7.4,1505239200,1505660400,46.45875,94.2,80.1,5.9115
492,manjacaze,mz,"{'lon': 33.882778, 'lat': -24.71167}",1040938,-24.71,33.88,1505231564,90.07,25,0,3.74,1505304000,94.3,26,0,7.18,1505239200,1505660400,76.05550000000001,57.025,15.2,10.67575
493,marica,br,"{'lon': -42.822029, 'lat': -22.9163}",6322035,-22.92,-42.82,1505228400,86.67,48,0,10.29,1505239200,94.95,35,0,10.11,1505239200,1505660400,76.376,60.425,0.0,10.492
495,hope,ca,"{'lon': -121.441437, 'lat': 49.382992}",5976783,49.38,-121.44,1505228400,54.05,77,75,5.82,1505250000,68.67,58,56,2.37,1505239200,1505660400,45.386,73.15,54.8,1.9120000000000001
496,vagur,fo,"{'lon': -6.81185, 'lat': 61.47324}",2610806,61.47,-6.81,1505231566,51.91,99,44,9.04,1505239200,51.6,100,48,7.99,1505239200,1505660400,51.170500000000004,99.625,63.6,18.28925
497,oranjemund,na,"{'lon': 16.433331, 'lat': -28.549999}",3354071,-28.55,16.43,1505231566,56.77,92,24,11.68,1505314800,56.61,93,0,18.7,1505239200,1505660400,56.77525000000001,92.3,19.5,15.220249999999998
498,umm lajj,sa,"{'lon': 37.268501, 'lat': 25.021259}",100926,25.02,37.27,1505231567,92.05,58,20,6.8,1505304000,99.25,43,12,10.42,1505239200,1505660400,85.54375,74.925,20.9,6.767500000000001
499,jiddah,sa,"{'lon': 39.2375507, 'lat': 21.2854067}",0,21.29,39.24,1505228400,93.2,52,0,11.41,1505239200,90.68,98,44,8.99,1505239200,1505660400,86.70125,99.1,32.5,10.4305
500,narsaq,gl,"{'lon': -46.049999, 'lat': 60.916672}",3421719,60.92,-46.05,1505227800,48.2,42,20,9.17,1505239200,45.9,73,0,1.16,1505239200,1505660400,35.237,82.45,72.0,3.4735
501,ulaangom,mn,"{'lon': 92.066673, 'lat': 49.98111}",1515029,49.98,92.07,1505231569,50.2,34,0,5.12,1505293200,50.51,21,0,5.95,1505239200,1505660400,39.2385,54.3,18.2,4.17325
502,pokaran,in,"{'lon': 71.916672, 'lat': 26.91667}",1259460,26.92,71.92,1505231569,86.02,59,8,2.89,1505304000,96.28,40,20,3.94,1505239200,1505660400,87.2895,52.475,22.6,4.782
503,kapan,am,"{'lon': 46.405762, 'lat': 39.207539}",174875,39.21,46.41,1505231570,69.55,52,0,1.99,1505304000,82.6,29,0,0.69,1505239200,1505660400,63.63075,67.275,9.2,1.5307499999999998
504,los llanos de aridane,es,"{'lon': -17.918209, 'lat': 28.65851}",2514651,28.66,-17.92,1505230200,78.8,65,20,9.17,1505239200,76.73,100,36,8.66,1505239200,1505660400,72.59375,98.65,30.9,10.629750000000001
505,artyk,ru,"{'lon': 145.129167, 'lat': 64.17916699999999}",0,64.18,145.13,1505231571,25.27,82,0,2.77,1505282400,44.37,50,0,5.86,1505239200,1505660400,31.3185,71.025,17.2,2.85625
506,ahipara,nz,"{'lon': 173.166672, 'lat': -35.166672}",2194098,-35.17,173.17,1505231572,53.35,97,80,11.56,1505271600,59.31,86,20,15.12,1505239200,1505660400,57.612,94.325,70.5,16.375999999999998
507,palmerston,au,"{'lon': 130.977966, 'lat': -12.4962}",7839407,-12.5,130.98,1505230200,78.8,83,20,5.82,1505293200,89.75,54,56,7.07,1505239200,1505660400,84.393,63.375,24.0,10.54825
509,port-gentil,ga,"{'lon': 8.78151, 'lat': -0.71933}",2396518,-0.72,8.78,1505228400,80.6,83,75,13.87,1505304000,80.35,86,20,8.75,1505239200,1505660400,77.0525,92.775,57.5,9.928
510,aykhal,ru,"{'lon': 111.5, 'lat': 66}",2027296,66.0,111.5,1505231626,28.87,81,48,3.85,1505282400,43.38,81,12,6.42,1505239200,1505660400,35.18175,85.025,57.4,5.3527499999999995
511,kaitangata,nz,"{'lon': 169.8470967, 'lat': -46.28334}",0,-46.28,169.85,1505231627,38.32,79,48,3.78,1505271600,55.62,92,88,5.28,1505239200,1505660400,47.37675,90.675,61.8,7.294
512,boralday,kz,"{'lon': 76.8674824, 'lat': 43.3585501}",0,43.36,76.87,1505228400,55.4,37,75,4.47,1505293200,58.61,31,12,4.16,1505239200,1505660400,48.636,51.85,17.0,2.6935000000000002
513,necochea,ar,"{'lon': -58.736752, 'lat': -38.54726}",3430443,-38.55,-58.74,1505231628,56.05,100,0,6.87,1505325600,63.67,68,0,18.19,1505239200,1505660400,52.07925,80.525,9.2,10.073250000000002
514,kurumkan,ru,"{'lon': 110.300003, 'lat': 54.299999}",2021188,54.3,110.3,1505231628,30.85,80,24,2.06,1505293200,59.87,43,44,2.37,1505239200,1505660400,40.69200000000001,70.95,23.4,2.0949999999999998
515,odweyne,so,"{'lon': 45.06299019999999, 'lat': 9.410198200000002}",0,9.41,45.06,1505231629,84.85,25,0,8.77,1505304000,91.78,19,0,6.06,1505239200,1505660400,77.7765,41.375,32.1,5.74175
516,kaeo,nz,"{'lon': 173.783325, 'lat': -35.099998}",2189343,-35.1,173.78,1505231629,47.77,93,0,7.81,1505271600,61.56,70,20,14.67,1505239200,1505660400,57.4095,86.35,52.5,15.064499999999999
